ts,open,high,low,close
1788328440,4367.2998046875,4367.2998046875,4366.0,4366.89990234375
1788328500,4366.7998046875,4368.5,4366.5,4368.39990234375
1788328560,4368.10009765625,4369.2998046875,4367.5,4368.39990234375
1788328620,4368.7001953125,4368.89990234375,4367.39990234375,4367.39990234375
1788328680,4368.2001953125,4369.0,4367.7001953125,4367.89990234375
1788328740,4367.60009765625,4367.7001953125,4365.89990234375,4366.7001953125
1788328800,4366.7998046875,4368.60009765625,4366.7001953125,4366.7001953125
1788328860,4367.10009765625,4368.2001953125,4366.7001953125,4368.2001953125
1788328920,4368.2001953125,4369.0,4367.5,4368.2998046875
1788328980,4368.2001953125,4368.2998046875,4365.2998046875,4365.2998046875
1788329040,4365.10009765625,4366.0,4364.2998046875,4365.0
1788329100,4364.7001953125,4365.39990234375,4364.2001953125,4364.39990234375
1788329160,4364.60009765625,4365.89990234375,4364.5,4365.89990234375
1788329220,4366.10009765625,4367.0,4365.2001953125,4365.89990234375
1788329280,4365.7998046875,4367.2001953125,4365.0,4367.2001953125
1788329340,4367.60009765625,4370.89990234375,4367.39990234375,4370.89990234375
1788329400,4370.89990234375,4371.0,4368.7001953125,4368.7998046875
1788329460,4369.2001953125,4369.2001953125,4367.39990234375,4368.7998046875
1788329520,4368.5,4370.89990234375,4368.5,4370.89990234375
1788329580,4371.2998046875,4375.39990234375,4371.2998046875,4374.10009765625
1788329640,4374.7001953125,4375.89990234375,4372.7998046875,4373.10009765625
1788329700,4372.89990234375,4375.10009765625,4371.7998046875,4371.7998046875
1788329760,4371.7998046875,4371.7998046875,4369.60009765625,4369.7998046875
1788329820,4369.5,4370.5,4368.2001953125,4368.60009765625
1788329880,4369.10009765625,4373.2001953125,4368.89990234375,4373.2001953125
1788329940,4372.89990234375,4373.60009765625,4371.7001953125,4372.60009765625
1788330000,4372.2001953125,4372.2001953125,4369.7001953125,4370.2001953125
1788330060,4370.2001953125,4370.60009765625,4369.5,4369.7998046875
1788330120,4370.7998046875,4370.7998046875,4367.5,4369.7001953125
